221848	Hs	T056692-SNORD4B	2022-11-09 06:12:44	0.050	1000	2000	5	600 2	294	287
221849	Hs	T057724-SNORA21	2022-11-09 06:29:57	0.050	1000	2000	5	600 2	294	281
221850	Hs	T061810-SNORD104	2022-11-09 06:47:15	0.050	1000	2000	5	600 2	294	284
221851	Hs	T061811-SNORD104	2022-11-09 07:11:42	0.050	1000	2000	5	600 2	294	289
221852	Hs	T061813-SNORA76	2022-11-09 07:39:38	0.050	1000	2000	5	600 2	294	274
221853	Hs	T063535-SNORD1B	2022-11-09 07:58:45	0.050	1000	2000	5	600 2	294	288
221854	Hs	T063640-SNORA48	2022-11-09 08:15:22	0.050	1000	2000	5	600 2	294	294
221855	Hs	T063641-SNORD10	2022-11-09 08:33:00	0.050	1000	2000	5	600 2	294	292
221856	Hs	T067544-SNORD58C	2022-11-09 08:50:39	0.050	1000	2000	5	600 2	294	294
221857	Hs	T067545-SNORD58A	2022-11-09 09:08:56	0.050	1000	2000	5	600 2	294	294
221858	Hs	T069395-SNORD105	2022-11-09 09:28:10	0.050	1000	2000	5	600 2	294	294
221859	Hs	T069397-SNORD105B	2022-11-09 09:45:33	0.050	1000	2000	5	600 2	294	294
221860	Hs	T070092-SNORD41	2022-11-09 10:05:05	0.050	1000	2000	5	600 2	294	294
221861	Hs	T076770-SNORD32A	2022-11-09 10:25:15	0.050	1000	2000	5	600 2	294	294
221862	Hs	T076771-SNORD33	2022-11-09 10:51:01	0.050	1000	2000	5	600 2	294	294
221863	Hs	T076773-SNORD34	2022-11-09 11:08:17	0.050	1000	2000	5	600 2	294	294
221864	Hs	T076774-SNORD35A	2022-11-09 11:24:52	0.050	1000	2000	5	600 2	294	294
221865	Hs	T083417-SNORA42	2022-11-09 11:41:44	0.050	1000	2000	5	600 2	294	294
221866	Hs	T085817-SNORD81	2022-11-09 11:59:07	0.050	1000	2000	5	600 2	294	294
221867	Hs	T085818-SNORD47	2022-11-08 13:08:02	0.050	1000	2000	5	600 2	?	start
221868	Hs	T085821-SNORD44	2022-11-08 13:08:02	0.050	1000	2000	5	600 2	?	start
221869	Hs	T085822-SNORD76	2022-11-08 13:08:02	0.050	1000	2000	5	600 2	?	start
221870	Hs	T085823-SNORD74	2022-11-08 13:08:02	0.050	1000	2000	5	600 2	?	start
221871	Hs	T091265-SNORA14B	2022-11-08 13:08:03	0.050	1000	2000	5	600 2	?	start
221872	Hs	T091266-SNORA14B	2022-11-08 13:08:03	0.050	1000	2000	5	600 2	?	start
221873	Hs	T093125-SNORA73A	2022-11-08 13:08:03	0.050	1000	2000	5	600 2	?	start
221874	Hs	T093126-SNORA73A	2022-11-08 13:08:03	0.050	1000	2000	5	600 2	?	start
221875	Hs	T093128-SNORA73B	2022-11-08 13:08:04	0.050	1000	2000	5	600 2	?	start
221876	Hs	T093139-SNORD99	2022-11-08 13:08:04	0.050	1000	2000	5	600 2	?	start
221877	Hs	T093140-SNORA61	2022-11-08 13:08:04	0.050	1000	2000	5	600 2	?	start
221878	Hs	T093141-SNORA44	2022-11-08 13:08:04	0.050	1000	2000	5	600 2	?	start
221879	Hs	T093142-SNORA16A	2022-11-08 13:08:05	0.050	1000	2000	5	600 2	?	start
221880	Hs	T094802-SNORD55	2022-11-08 13:08:05	0.050	1000	2000	5	600 2	?	start
221881	Hs	T094804-SNORD38A	2022-11-08 13:08:05	0.050	1000	2000	5	600 2	?	start
221882	Hs	T096718-SNORD45A	2022-11-08 13:08:05	0.050	1000	2000	5	600 2	?	start
221883	Hs	T098696-SNORD17	2022-11-08 13:08:05	0.050	1000	2000	5	600 2	?	start
221884	Hs	T099262-SNORD119	2022-11-08 13:08:06	0.050	1000	2000	5	600 2	?	start
221885	Hs	T099401-SNORD110	2022-11-08 13:08:06	0.050	1000	2000	5	600 2	?	start
221886	Hs	T099402-SNORD86	2022-11-08 13:08:06	0.050	1000	2000	5	600 2	?	start
221887	Hs	T099403-SNORD56	2022-11-08 13:08:06	0.050	1000	2000	5	600 2	?	start
221888	Hs	T099404-SNORD57	2022-11-08 13:08:06	0.050	1000	2000	5	600 2	?	start
221889	Hs	T099405-SNORD57	2022-11-08 13:08:06	0.050	1000	2000	5	600 2	?	start
221890	Hs	T100612-SNORA71C	2022-11-08 13:08:07	0.050	1000	2000	5	600 2	?	start
221891	Hs	T101858-SNORD12B	2022-11-08 13:08:07	0.050	1000	2000	5	600 2	?	start
221892	Hs	T101859-SNORD12	2022-11-08 13:08:07	0.050	1000	2000	5	600 2	?	start
221893	Hs	T101860-SNORD12	2022-11-08 13:08:07	0.050	1000	2000	5	600 2	?	start
221894	Hs	T110356-SNORD89	2022-11-08 13:08:07	0.050	1000	2000	5	600 2	?	start
221895	Hs	T120054-SNORA75	2022-11-08 13:08:07	0.050	1000	2000	5	600 2	?	start
221896	Hs	T120055-SNORA75	2022-11-08 13:08:08	0.050	1000	2000	5	600 2	?	start
221897	Hs	T120056-SNORD20	2022-11-08 13:08:08	0.050	1000	2000	5	600 2	?	start
221898	Hs	T120060-SNORD82	2022-11-08 13:08:08	0.050	1000	2000	5	600 2	?	start
221899	Hs	T120061-SNORD82	2022-11-08 13:08:08	0.050	1000	2000	5	600 2	?	start
221900	Hs	T121918-SNORD53	2022-11-08 13:08:08	0.050	1000	2000	5	600 2	?	start
221901	Hs	T125875-SNORD94	2022-11-08 13:08:08	0.050	1000	2000	5	600 2	?	start
221902	Hs	T132667-SNORA81	2022-11-08 13:08:09	0.050	1000	2000	5	600 2	?	start
221903	Hs	T132668-SNORA63	2022-11-08 13:08:09	0.050	1000	2000	5	600 2	?	start
221904	Hs	T132669-SNORA63	2022-11-08 13:08:09	0.050	1000	2000	5	600 2	?	start
221905	Hs	T136262-SNORD69	2022-11-08 13:08:09	0.050	1000	2000	5	600 2	?	start
221906	Hs	T139230-SNORA24	2022-11-08 13:08:09	0.050	1000	2000	5	600 2	?	start
221907	Hs	T149325-SNORD63	2022-11-08 13:08:09	0.050	1000	2000	5	600 2	?	start
221908	Hs	T153236-SNORD96A	2022-11-08 13:08:10	0.050	1000	2000	5	600 2	?	start
221909	Hs	T153242-SNORD95	2022-11-08 13:08:10	0.050	1000	2000	5	600 2	?	start
221910	Hs	T163893-SNORD84	2022-11-08 13:08:10	0.050	1000	2000	5	600 2	?	start
221911	Hs	T164057-SNORA38	2022-11-08 13:08:10	0.050	1000	2000	5	600 2	?	start
221912	Hs	T164238-SNORD52	2022-11-08 13:08:10	0.050	1000	2000	5	600 2	?	start
221913	Hs	T168210-SNORD50A	2022-11-08 13:08:10	0.050	1000	2000	5	600 2	?	start
221914	Hs	T168211-SNORD50A	2022-11-08 13:08:11	0.050	1000	2000	5	600 2	?	start
221915	Hs	T184331-SNORD13	2022-11-08 13:08:11	0.050	1000	2000	5	600 2	?	start
221916	Hs	T185374-SNORD54	2022-11-08 13:08:11	0.050	1000	2000	5	600 2	?	start
221917	Hs	T186049-SNORD87	2022-11-08 13:08:11	0.050	1000	2000	5	600 2	?	start
221918	Hs	T189749-SNORA65	2022-11-08 13:08:11	0.050	1000	2000	5	600 2	?	start
221919	Hs	T190879-SNORD36B	2022-11-08 13:08:12	0.050	1000	2000	5	600 2	?	start
221920	Hs	T190880-SNORD36A	2022-11-08 13:08:12	0.050	1000	2000	5	600 2	?	start
221921	Hs	T198431-SNORA70	2022-11-08 13:08:12	0.050	1000	2000	5	600 2	?	start
221922	Hs	T000106-CWF19L1	2022-11-08 13:11:23	0.050	1000	2000	5	600 2	?	start
221923	Hs	T000107-CWF19L1	2022-11-08 13:11:24	0.050	1000	2000	5	600 2	?	start
221924	Hs	T023102-EP400	2022-11-08 13:24:11	0.050	1000	2000	5	600 2	?	start
221925	Hs	T023103-EP400	2022-11-08 13:24:12	0.050	1000	2000	5	600 2	?	start
221926	Hs	T039389-HIF1A-AS2	2022-11-08 13:24:12	0.050	1000	2000	5	600 2	?	start
221927	Hs	T039390-HIF1A-AS2	2022-11-08 13:24:12	0.050	1000	2000	5	600 2	?	start
221928	Hs	T035291-MEG8	2022-11-08 13:24:12	0.050	1000	2000	5	600 2	?	start
221929	Hs	T099399-NOP56	2022-11-08 13:24:13	0.050	1000	2000	5	600 2	?	start
221930	Hs	T099400-NOP56	2022-11-08 13:24:13	0.050	1000	2000	5	600 2	?	start
221931	Hs	T076769-RPL13A	2022-11-08 13:24:13	0.050	1000	2000	5	600 2	?	start
221932	Hs	T076772-RPL13A	2022-11-08 13:24:13	0.050	1000	2000	5	600 2	?	start
221933	Hs	T012233-RPS13	2022-11-08 13:24:14	0.050	1000	2000	5	600 2	?	start
